table_name,state_code,district_code,area_name,area_type,Type of Household,No. of Households having disabled persons,Total disabled persons,Total disabled males,Total disabled females,Persons_in seeing,Males_in seeing,Females_in seeing,Persons_in hearing,Males_in hearing,Females_in hearing,Persons_in speech,Males_in speech,Females_in speech,Persons_in movement,Males_in movement,Females_in movement,Persons_mental retardation,Males_mental retardation,Females_mental retardation,Persons_mental illness,Males_mental illness,Females_mental illness,Persons_any other,Males_any other,Females_any other,Persons_multiple disability,Males_multiple disability,Females_multiple disability
C0130,0,0,INDIA,Total,Total,20780194,26814994,14988593,11826401,5033431,2639028,2394403,5072914,2678584,2394330,1998692,1122987,875705,5436826,3370501,2066325,1505964,870898,635066,722880,415758,307122,4927589,2728125,2199464,2116698,1162712,953986
C0130,0,0,INDIA,Total,Normal Household,20643273,26441354,14755701,11685653,4968521,2598100,2370421,4975110,2614658,2360452,1981137,1112114,869023,5393486,3342566,2050920,1473557,852119,621438,696692,401291,295401,4867998,2691015,2176983,2084853,1143838,941015
C0130,0,0,INDIA,Total,Institutional Household,86684,305218,188681,116537,51593,32520,19073,83044,54844,28200,13131,8015,5116,31306,19214,12092,28169,16102,12067,22249,11994,10255,48166,29875,18291,27560,16117,11443
C0130,0,0,INDIA,Total,Houseless Household,50237,68422,44211,24211,13317,8408,4909,14760,9082,5678,4424,2858,1566,12034,8721,3313,4238,2677,1561,3939,2473,1466,11425,7235,4190,4285,2757,1528
C0130,0,0,INDIA,Rural,Total,14688456,18636358,10410559,8225799,3503558,1821448,1682110,3393728,1784426,1609302,1303940,734998,568942,4035741,2503529,1532212,1025900,591598,434302,495880,283458,212422,3293107,1827881,1465226,1584504,863221,721283
C0130,0,0,INDIA,Rural,Normal Household,14624131,18477266,10316977,8160289,3476939,1806061,1670878,3352965,1759915,1593050,1296612,730645,565967,4015726,2491232,1524494,1011340,583089,428251,485805,278125,207680,3265721,1811527,1454194,1572158,856383,715775
C0130,0,0,INDIA,Rural,Institutional Household,45126,134179,79243,54936,21778,12767,9011,35675,21702,13973,5796,3449,2347,15887,9659,6228,12998,7597,5401,8517,4449,4068,23096,13872,9224,10432,5748,4684
C0130,0,0,INDIA,Rural,Houseless Household,19199,24913,14339,10574,4841,2620,2221,5088,2809,2279,1532,904,628,4128,2638,1490,1562,912,650,1558,884,674,4290,2482,1808,1914,1090,824
C0130,0,0,INDIA,Urban,Total,6091738,8178636,4578034,3600602,1529873,817580,712293,1679186,894158,785028,694752,387989,306763,1401085,866972,534113,480064,279300,200764,227000,132300,94700,1634482,900244,734238,532194,299491,232703
C0130,0,0,INDIA,Urban,Normal Household,6019142,7964088,4438724,3525364,1491582,792039,699543,1622145,854743,767402,684525,381469,303056,1377760,851334,526426,462217,269030,193187,210887,123166,87721,1602277,879488,722789,512695,287455,225240
C0130,0,0,INDIA,Urban,Institutional Household,41558,171039,109438,61601,29815,19753,10062,47369,33142,14227,7335,4566,2769,15419,9555,5864,15171,8505,6666,13732,7545,6187,25070,16003,9067,17128,10369,6759
C0130,0,0,INDIA,Urban,Houseless Household,31038,43509,29872,13637,8476,5788,2688,9672,6273,3399,2892,1954,938,7906,6083,1823,2676,1765,911,2381,1589,792,7135,4753,2382,2371,1667,704
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Total,Total,5702,6660,3861,2799,1084,598,486,1219,664,555,531,316,215,1593,1043,550,294,160,134,364,163,201,838,490,348,737,427,310
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Total,Normal Household,5656,6553,3790,2763,1078,592,486,1209,658,551,529,314,215,1572,1026,546,284,155,129,338,146,192,820,481,339,723,418,305
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Total,Institutional Household,36,97,61,36,6,6,0,10,6,4,2,2,0,20,16,4,9,4,5,22,13,9,16,7,9,12,7,5
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Total,Houseless Household,10,10,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,4,0,2,2,0,2,2,0
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Rural,Total,4152,4880,2834,2046,919,511,408,834,464,370,362,216,146,1195,776,419,189,107,82,264,107,157,545,324,221,572,329,243
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Rural,Normal Household,4131,4841,2802,2039,914,506,408,830,461,369,360,214,146,1183,765,418,188,106,82,259,104,155,538,320,218,569,326,243
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Rural,Institutional Household,17,35,28,7,5,5,0,4,3,1,2,2,0,12,11,1,1,1,0,2,0,2,7,4,3,2,2,0
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Rural,Houseless Household,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Urban,Total,1550,1780,1027,753,165,87,78,385,200,185,169,100,69,398,267,131,105,53,52,100,56,44,293,166,127,165,98,67
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Urban,Normal Household,1525,1712,988,724,164,86,78,379,197,182,169,100,69,389,261,128,96,49,47,79,42,37,282,161,121,154,92,62
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Urban,Institutional Household,19,62,33,29,1,1,0,6,3,3,0,0,0,8,5,3,8,3,5,20,13,7,9,3,6,10,5,5
C0130,35,0,State - ANDAMAN & NICOBAR ISLANDS,Urban,Houseless Household,6,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0
C0130,28,0,State - ANDHRA PRADESH,Total,Total,1836160,2266607,1224459,1042148,398144,198473,199671,334292,167226,167066,219543,121644,97899,538934,327947,210987,132380,70272,62108,43169,22283,20886,409775,214338,195437,190370,102276,88094
C0130,28,0,State - ANDHRA PRADESH,Total,Normal Household,1822311,2230473,1204122,1026351,391724,194798,196926,326455,163098,163357,217155,120125,97030,533962,324942,209020,129449,68641,60808,42421,21855,20566,402907,210680,192227,186400,99983,86417
C0130,28,0,State - ANDHRA PRADESH,Total,Institutional Household,8194,28727,15977,12750,5301,3066,2235,6063,3130,2933,1879,1229,650,3474,1992,1482,2430,1334,1096,449,245,204,5639,2976,2663,3492,2005,1487
C0130,28,0,State - ANDHRA PRADESH,Total,Houseless Household,5655,7407,4360,3047,1119,609,510,1774,998,776,509,290,219,1498,1013,485,501,297,204,299,183,116,1229,682,547,478,288,190
C0130,28,0,State - ANDHRA PRADESH,Rural,Total,1278932,1512961,812882,700079,261467,127379,134088,197246,96517,100729,138068,76156,61912,411720,249840,161880,92195,47964,44231,30581,15303,15278,238999,123976,115023,142685,75747,66938
C0130,28,0,State - ANDHRA PRADESH,Rural,Normal Household,1272689,1497806,805000,692806,258959,126020,132939,194176,95141,99035,137108,75564,61544,409270,248396,160874,90952,47274,43678,30214,15100,15114,236115,122644,113471,141012,74861,66151
C0130,28,0,State - ANDHRA PRADESH,Rural,Institutional Household,3969,12511,6438,6073,2090,1150,940,2704,1190,1514,765,487,278,1835,1054,781,1009,570,439,203,113,90,2502,1139,1363,1403,735,668
C0130,28,0,State - ANDHRA PRADESH,Rural,Houseless Household,2274,2644,1444,1200,418,209,209,366,186,180,195,105,90,615,390,225,234,120,114,164,90,74,382,193,189,270,151,119
C0130,28,0,State - ANDHRA PRADESH,Urban,Total,557228,753646,411577,342069,136677,71094,65583,137046,70709,66337,81475,45488,35987,127214,78107,49107,40185,22308,17877,12588,6980,5608,170776,90362,80414,47685,26529,21156
C0130,28,0,State - ANDHRA PRADESH,Urban,Normal Household,549622,732667,399122,333545,132765,68778,63987,132279,67957,64322,80047,44561,35486,124692,76546,48146,38497,21367,17130,12207,6755,5452,166792,88036,78756,45388,25122,20266
C0130,28,0,State - ANDHRA PRADESH,Urban,Institutional Household,4225,16216,9539,6677,3211,1916,1295,3359,1940,1419,1114,742,372,1639,938,701,1421,764,657,246,132,114,3137,1837,1300,2089,1270,819
C0130,28,0,State - ANDHRA PRADESH,Urban,Houseless Household,3381,4763,2916,1847,701,400,301,1408,812,596,314,185,129,883,623,260,267,177,90,135,93,42,847,489,358,208,137,71
C0130,12,0,State - ARUNACHAL PRADESH,Total,Total,20101,26734,14245,12489,5652,2862,2790,8127,4209,3918,1538,880,658,3235,1935,1300,1264,635,629,631,344,287,3878,2080,1798,2409,1300,1109
C0130,12,0,State - ARUNACHAL PRADESH,Total,Normal Household,19714,25776,13607,12169,5514,2792,2722,7584,3806,3778,1511,865,646,3184,1904,1280,1219,613,606,619,337,282,3760,2000,1760,2385,1290,1095
C0130,12,0,State - ARUNACHAL PRADESH,Total,Institutional Household,350,905,612,293,135,70,65,523,395,128,23,14,9,46,27,19,42,20,22,7,4,3,111,75,36,18,7,11
C0130,12,0,State - ARUNACHAL PRADESH,Total,Houseless Household,37,53,26,27,3,0,3,20,8,12,4,1,3,5,4,1,3,2,1,5,3,2,7,5,2,6,3,3
C0130,12,0,State - ARUNACHAL PRADESH,Rural,Total,16796,22308,11780,10528,4669,2334,2335,6916,3565,3351,1299,737,562,2735,1620,1115,1011,512,499,533,291,242,3005,1582,1423,2140,1139,1001
C0130,12,0,State - ARUNACHAL PRADESH,Rural,Normal Household,16494,21559,11291,10268,4568,2292,2276,6491,3251,3240,1275,725,550,2693,1594,1099,975,494,481,527,289,238,2910,1513,1397,2120,1133,987
C0130,12,0,State - ARUNACHAL PRADESH,Rural,Institutional Household,279,712,477,235,98,42,56,407,308,99,20,11,9,39,24,15,36,18,18,5,2,3,91,67,24,16,5,11
C0130,12,0,State - ARUNACHAL PRADESH,Rural,Houseless Household,23,37,12,25,3,0,3,18,6,12,4,1,3,3,2,1,0,0,0,1,0,1,4,2,2,4,1,3
C0130,12,0,State - ARUNACHAL PRADESH,Urban,Total,3305,4426,2465,1961,983,528,455,1211,644,567,239,143,96,500,315,185,253,123,130,98,53,45,873,498,375,269,161,108
C0130,12,0,State - ARUNACHAL PRADESH,Urban,Normal Household,3220,4217,2316,1901,946,500,446,1093,555,538,236,140,96,491,310,181,244,119,125,92,48,44,850,487,363,265,157,108
C0130,12,0,State - ARUNACHAL PRADESH,Urban,Institutional Household,71,193,135,58,37,28,9,116,87,29,3,3,0,7,3,4,6,2,4,2,2,0,20,8,12,2,2,0
C0130,12,0,State - ARUNACHAL PRADESH,Urban,Houseless Household,14,16,14,2,0,0,0,2,2,0,0,0,0,2,2,0,3,2,1,4,3,1,3,3,0,2,2,0
C0130,18,0,State - ASSAM,Total,Total,381847,480065,257385,222680,80553,41052,39501,101577,51782,49795,39750,21885,17865,76007,45099,30908,26374,14864,11510,18819,10625,8194,87461,46525,40936,49524,25553,23971
C0130,18,0,State - ASSAM,Total,Normal Household,379963,474880,254035,220845,79954,40651,39303,99279,50235,49044,39623,21815,17808,75719,44898,30821,26155,14738,11417,18388,10330,8058,86464,45925,40539,49298,25443,23855
C0130,18,0,State - ASSAM,Total,Institutional Household,1429,4598,3007,1591,543,366,177,2170,1485,685,105,57,48,212,146,66,149,84,65,370,257,113,884,533,351,165,79,86
C0130,18,0,State - ASSAM,Total,Houseless Household,455,587,343,244,56,35,21,128,62,66,22,13,9,76,55,21,70,42,28,61,38,23,113,67,46,61,31,30
C0130,18,0,State - ASSAM,Rural,Total,333538,415457,222422,193035,70574,35952,34622,89057,45552,43505,34498,18944,15554,66866,39551,27315,22416,12519,9897,16014,8908,7106,72044,38395,33649,43988,22601,21387
C0130,18,0,State - ASSAM,Rural,Normal Household,332193,411896,220107,191789,70143,35651,34492,87111,44262,42849,34408,18899,15509,66660,39412,27248,22286,12449,9837,15937,8871,7066,71506,38029,33477,43845,22534,21311
C0130,18,0,State - ASSAM,Rural,Institutional Household,1063,3169,2111,1058,388,276,112,1840,1241,599,75,37,38,168,118,50,92,51,41,48,19,29,456,321,135,102,48,54
C0130,18,0,State - ASSAM,Rural,Houseless Household,282,392,204,188,43,25,18,106,49,57,15,8,7,38,21,17,38,19,19,29,18,11,82,45,37,41,19,22
C0130,18,0,State - ASSAM,Urban,Total,48309,64608,34963,29645,9979,5100,4879,12520,6230,6290,5252,2941,2311,9141,5548,3593,3958,2345,1613,2805,1717,1088,15417,8130,7287,5536,2952,2584
C0130,18,0,State - ASSAM,Urban,Normal Household,47770,62984,33928,29056,9811,5000,4811,12168,5973,6195,5215,2916,2299,9059,5486,3573,3869,2289,1580,2451,1459,992,14958,7896,7062,5453,2909,2544
C0130,18,0,State - ASSAM,Urban,Institutional Household,366,1429,896,533,155,90,65,330,244,86,30,20,10,44,28,16,57,33,24,322,238,84,428,212,216,63,31,32
C0130,18,0,State - ASSAM,Urban,Houseless Household,173,195,139,56,13,10,3,22,13,9,7,5,2,38,34,4,32,23,9,32,20,12,31,22,9,20,12,8
C0130,10,0,State - BIHAR,Total,Total,1687429,2331009,1343100,987909,549080,297043,252037,572163,308071,264092,170845,97893,72952,369577,245576,124001,89251,55335,33916,37521,24901,12620,431728,246460,185268,110844,67821,43023
C0130,10,0,State - BIHAR,Total,Normal Household,1681225,2319637,1336651,982986,546031,295422,250609,568497,305936,262561,170206,97557,72649,368627,244988,123639,88873,55106,33767,37390,24819,12571,429532,245215,184317,110481,67608,42873
C0130,10,0,State - BIHAR,Total,Institutional Household,4871,9385,5338,4047,2505,1338,1167,3115,1840,1275,522,258,264,733,450,283,317,195,122,106,68,38,1812,1025,787,275,164,111
C0130,10,0,State - BIHAR,Total,Houseless Household,1333,1987,1111,876,544,283,261,551,295,256,117,78,39,217,138,79,61,34,27,25,14,11,384,220,164,88,49,39
C0130,10,0,State - BIHAR,Rural,Total,1492615,2046351,1180813,865538,480118,259515,220603,497756,268272,229484,150197,86236,63961,330394,220062,110332,78520,48621,29899,32691,21594,11097,378081,216107,161974,98594,60406,38188
C0130,10,0,State - BIHAR,Rural,Normal Household,1487936,2038174,1176349,861825,477789,258331,219458,495150,266846,228304,149758,85992,63766,329667,219626,110041,78250,48462,29788,32602,21543,11059,376645,215304,161341,98313,60245,38068
C0130,10,0,State - BIHAR,Rural,Institutional Household,3768,6849,3735,3114,1925,978,947,2242,1232,1010,349,183,166,577,341,236,235,141,94,71,40,31,1230,692,538,220,128,92
C0130,10,0,State - BIHAR,Rural,Houseless Household,911,1328,729,599,404,206,198,364,194,170,90,61,29,150,95,55,35,18,17,18,11,7,206,111,95,61,33,28
C0130,10,0,State - BIHAR,Urban,Total,194814,284658,162287,122371,68962,37528,31434,74407,39799,34608,20648,11657,8991,39183,25514,13669,10731,6714,4017,4830,3307,1523,53647,30353,23294,12250,7415,4835
C0130,10,0,State - BIHAR,Urban,Normal Household,193289,281463,160302,121161,68242,37091,31151,73347,39090,34257,20448,11565,8883,38960,25362,13598,10623,6644,3979,4788,3276,1512,52887,29911,22976,12168,7363,4805
C0130,10,0,State - BIHAR,Urban,Institutional Household,1103,2536,1603,933,580,360,220,873,608,265,173,75,98,156,109,47,82,54,28,35,28,7,582,333,249,55,36,19
C0130,10,0,State - BIHAR,Urban,Houseless Household,422,659,382,277,140,77,63,187,101,86,27,17,10,67,43,24,26,16,10,7,3,4,178,109,69,27,16,11
C0130,4,0,State - CHANDIGARH,Total,Total,11831,14796,8743,6053,1774,1078,696,2475,1268,1207,961,562,399,3815,2378,1437,1090,683,407,756,445,311,2583,1554,1029,1342,775,567
C0130,4,0,State - CHANDIGARH,Total,Normal Household,11684,14192,8331,5861,1677,982,695,2400,1224,1176,942,546,396,3737,2322,1415,981,615,366,746,445,301,2390,1428,962,1319,769,550
C0130,4,0,State - CHANDIGARH,Total,Institutional Household,87,515,333,182,91,90,1,42,13,29,17,14,3,47,27,20,102,63,39,9,0,9,187,120,67,20,6,14
C0130,4,0,State - CHANDIGARH,Total,Houseless Household,60,89,79,10,6,6,0,33,31,2,2,2,0,31,29,2,7,5,2,1,0,1,6,6,0,3,0,3
C0130,4,0,State - CHANDIGARH,Rural,Total,300,346,212,134,31,14,17,32,25,7,49,26,23,129,85,44,16,6,10,20,11,9,40,28,12,29,17,12
C0130,4,0,State - CHANDIGARH,Rural,Normal Household,300,346,212,134,31,14,17,32,25,7,49,26,23,129,85,44,16,6,10,20,11,9,40,28,12,29,17,12
C0130,4,0,State - CHANDIGARH,Rural,Institutional Household,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0130,4,0,State - CHANDIGARH,Rural,Houseless Household,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0130,4,0,State - CHANDIGARH,Urban,Total,11531,14450,8531,5919,1743,1064,679,2443,1243,1200,912,536,376,3686,2293,1393,1074,677,397,736,434,302,2543,1526,1017,1313,758,555
C0130,4,0,State - CHANDIGARH,Urban,Normal Household,11384,13846,8119,5727,1646,968,678,2368,1199,1169,893,520,373,3608,2237,1371,965,609,356,726,434,292,2350,1400,950,1290,752,538
C0130,4,0,State - CHANDIGARH,Urban,Institutional Household,87,515,333,182,91,90,1,42,13,29,17,14,3,47,27,20,102,63,39,9,0,9,187,120,67,20,6,14
C0130,4,0,State - CHANDIGARH,Urban,Houseless Household,60,89,79,10,6,6,0,33,31,2,2,2,0,31,29,2,7,5,2,1,0,1,6,6,0,3,0,3
C0130,22,0,State - CHHATTISGARH,Total,Total,530554,624937,334093,290844,111169,56066,55103,92315,47940,44375,28262,15509,12753,190328,108415,81913,33171,17562,15609,20832,10891,9941,76903,41849,35054,71957,35861,36096
C0130,22,0,State - CHHATTISGARH,Total,Normal Household,528190,619283,330587,288696,110098,55419,54679,90970,46980,43990,28090,15398,12692,189098,107671,81427,32795,17374,15421,20592,10765,9827,76335,41476,34859,71305,35504,35801
C0130,22,0,State - CHHATTISGARH,Total,Institutional Household,1526,4436,2719,1717,950,571,379,946,704,242,118,72,46,1005,587,418,291,135,156,126,60,66,438,283,155,562,307,255
C0130,22,0,State - CHHATTISGARH,Total,Houseless Household,838,1218,787,431,121,76,45,399,256,143,54,39,15,225,157,68,85,53,32,114,66,48,130,90,40,90,50,40
C0130,22,0,State - CHHATTISGARH,Rural,Total,426439,498228,263598,234630,88065,43912,44153,73436,37867,35569,21308,11628,9680,155537,87583,67954,25455,13279,12176,16297,8320,7977,58278,31556,26722,59852,29453,30399
C0130,22,0,State - CHHATTISGARH,Rural,Normal Household,425064,495318,261666,233652,87590,43597,43993,72495,37159,35336,21214,11573,9641,154871,87198,67673,25335,13204,12131,16210,8279,7931,57916,31304,26612,59687,29352,30335
C0130,22,0,State - CHHATTISGARH,Rural,Institutional Household,979,2173,1459,714,411,275,136,580,472,108,64,35,29,577,324,253,88,57,31,35,12,23,303,209,94,115,75,40
C0130,22,0,State - CHHATTISGARH,Rural,Houseless Household,396,737,473,264,64,40,24,361,236,125,30,20,10,89,61,28,32,18,14,52,29,23,59,43,16,50,26,24
C0130,22,0,State - CHHATTISGARH,Urban,Total,104115,126709,70495,56214,23104,12154,10950,18879,10073,8806,6954,3881,3073,34791,20832,13959,7716,4283,3433,4535,2571,1964,18625,10293,8332,12105,6408,5697
C0130,22,0,State - CHHATTISGARH,Urban,Normal Household,103126,123965,68921,55044,22508,11822,10686,18475,9821,8654,6876,3825,3051,34227,20473,13754,7460,4170,3290,4382,2486,1896,18419,10172,8247,11618,6152,5466
C0130,22,0,State - CHHATTISGARH,Urban,Institutional Household,547,2263,1260,1003,539,296,243,366,232,134,54,37,17,428,263,165,203,78,125,91,48,43,135,74,61,447,232,215
C0130,22,0,State - CHHATTISGARH,Urban,Houseless Household,442,481,314,167,57,36,21,38,20,18,24,19,5,136,96,40,53,35,18,62,37,25,71,47,24,40,24,16
C0130,26,0,State - DADRA & NAGAR HAVELI,Total,Total,2663,3294,1893,1401,429,234,195,715,404,311,201,115,86,682,440,242,180,95,85,115,70,45,483,266,217,489,269,220
C0130,26,0,State - DADRA & NAGAR HAVELI,Total,Normal Household,2653,3265,1871,1394,427,233,194,695,387,308,201,115,86,680,438,242,180,95,85,115,70,45,479,264,215,488,269,219
C0130,26,0,State - DADRA & NAGAR HAVELI,Total,Institutional Household,8,27,22,5,1,1,0,20,17,3,0,0,0,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0
C0130,26,0,State - DADRA & NAGAR HAVELI,Total,Houseless Household,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C0130,26,0,State - DADRA & NAGAR HAVELI,Rural,Total,1571,1956,1097,859,260,136,124,393,220,173,119,68,51,388,243,145,118,67,51,85,50,35,248,135,113,345,178,167
C0130,26,0,State - DADRA & NAGAR HAVELI,Rural,Normal Household,1562,1928,1075,853,259,135,124,373,203,170,119,68,51,386,241,145,118,67,51,85,50,35,244,133,111,344,178,166
C0130,26,0,State - DADRA & NAGAR HAVELI,Rural,Institutional Household,8,27,22,5,1,1,0,20,17,3,0,0,0,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0
